113.8822,22.6042
113.8808,22.6108
113.8806,22.6180
113.8743,22.6216
113.8708,22.6261
113.8651,22.6356
113.8628,22.6402
113.8638,22.6416
113.8727,22.6358
113.8748,22.6365
113.8766,22.6386
113.8767,22.6386
113.8792,22.6449
113.8811,22.6451
113.8845,22.6438
113.8839,22.6375
113.8838,22.6348
113.8873,22.6319
113.8889,22.6252
113.8884,22.6218
113.8905,22.6274
113.8921,22.6344
113.8917,22.6372
113.8943,22.6457
113.8961,22.6490
113.9001,22.6478
113.9008,22.6465
113.8999,22.6406
113.9005,22.6377
113.9002,22.6360
113.9027,22.6348
113.9039,22.6330
113.9057,22.6309
113.9041,22.6284
113.9011,22.6290
113.8999,22.6293
113.9006,22.6273
113.8994,22.6256
113.8986,22.6244
113.9008,22.6216
113.8990,22.6192
113.9002,22.6152
113.9046,22.6130
113.9105,22.6111
113.9151,22.6100
113.9175,22.6061
113.9156,22.6041
113.9120,22.6046
113.9092,22.6057
113.9051,22.6063
113.9017,22.6064
113.8986,22.6084
113.8937,22.6092
113.8919,22.6080
113.8911,22.6063
113.8861,22.6029
113.8844,22.6024
113.8824,22.6045
