113.8817,22.6088
113.8803,22.6154
113.8777,22.6191
113.8719,22.6218
113.8681,22.6291
113.8592,22.6318
113.8510,22.6368
113.8483,22.6400
113.8483,22.6401
113.8462,22.6489
113.8468,22.6565
113.8472,22.6631
113.8488,22.6690
113.8511,22.6717
113.8544,22.6770
113.8581,22.6826
113.8611,22.6866
113.8647,22.6912
113.8706,22.6946
113.8757,22.6973
113.8848,22.6926
113.8892,22.6825
113.8936,22.6757
113.9007,22.6770
113.9081,22.6764
113.9140,22.6742
113.9356,22.6648
113.9375,22.6595
113.9373,22.6592
113.9347,22.6546
113.9239,22.6355
113.9237,22.6259
113.9296,22.6216
113.9307,22.6136
113.9303,22.6130
113.9260,22.6043
113.9186,22.5945
113.9062,22.6042
113.9059,22.6042
113.9003,22.6053
113.8950,22.6059
113.8916,22.6071
113.8827,22.6084
